"Datum";"Jahr";"Monat";"Tag";"T";"Tmax";"Tmin";"RR";"Sun"
"2000-06-09";2000;6;9;19;25.6;7.7;0;15.3
"2000-06-10";2000;6;10;25;31.2;13.4;0;14.7
"2000-06-11";2000;6;11;20.6;26.5;17;3.9;11.3
"2000-06-12";2000;6;12;17.6;21.7;12.3;0;10.2
"2000-06-13";2000;6;13;21.8;29.2;11.5;0;15.1
"2000-06-14";2000;6;14;17.2;23.4;14.1;7.6;6.5
"2000-06-15";2000;6;15;14.3;17.3;12.5;0.6;4
"2000-06-16";2000;6;16;10.6;16.1;8.1;2.8;5.9
"2000-06-17";2000;6;17;14.1;20;6.7;0;12.7
"2000-06-18";2000;6;18;16.9;21.7;9.1;0.1;5.8
"2000-06-19";2000;6;19;23.5;31.1;12.6;0;15
"2000-06-20";2000;6;20;26.9;34.2;17.8;0;14.7
"2000-06-21";2000;6;21;27.7;35.5;17.2;0;14.1
"2000-06-22";2000;6;22;20.6;29.8;18.2;4.1;10.4
"2000-06-23";2000;6;23;18.8;23.7;14.9;0;6.4
"2000-06-24";2000;6;24;13.7;21.5;11.9;3.6;2
"2000-06-25";2000;6;25;13.9;17.4;10.9;1;1.5
"2000-06-26";2000;6;26;12.3;15.9;10.9;0;1.3
"2000-06-27";2000;6;27;12;15.3;10.2;0;1.7
"2000-06-28";2000;6;28;11.6;14.9;8.6;0.4;1.5
"2000-06-29";2000;6;29;11.8;14.8;9.6;0.1;0.8
"2000-06-30";2000;6;30;12.6;15.8;10.5;0;0.4
"2000-07-01";2000;7;1;15.2;20.4;10.7;0.2;8
"2000-07-02";2000;7;2;15;21.2;11.7;0;5.9
"2000-07-03";2000;7;3;20.5;25.9;10;3.1;10.5
"2000-07-04";2000;7;4;18.4;22.7;14.6;0.2;5.2
"2000-07-05";2000;7;5;16.4;19.6;14.8;10.8;0.2
"2000-07-06";2000;7;6;15.9;20.9;14.4;0;3.2
"2000-07-07";2000;7;7;14.8;20.2;9.7;0;13
"2000-07-08";2000;7;8;14.4;18.1;10.7;0;2.9
"2000-07-09";2000;7;9;16.3;20;11.3;0;4.8
"2000-07-10";2000;7;10;16.1;20.3;12.4;4.5;3
"2000-07-11";2000;7;11;17.5;22;12.5;0;3.6
"2000-07-12";2000;7;12;14.4;16.9;12.4;0;0.6
"2000-07-13";2000;7;13;15.2;19.6;9.1;0.6;4.1
"2000-07-14";2000;7;14;14.9;19.6;12.5;13.6;2
"2000-07-15";2000;7;15;13.4;17.4;12.1;0.2;1.5
"2000-07-16";2000;7;16;16.1;20.7;9.7;0.3;1
"2000-07-17";2000;7;17;15.6;20.6;13.4;0;5
"2000-07-18";2000;7;18;13.8;15.6;12.9;0;0.1
"2000-07-19";2000;7;19;13.7;17;11.4;0.1;0.1
"2000-07-20";2000;7;20;15.2;17.3;12.2;0.2;0
"2000-07-21";2000;7;21;15.1;18.1;12.5;10.6;0.2
"2000-07-22";2000;7;22;15;19;13.8;1.1;1.2
"2000-07-23";2000;7;23;16.7;21.8;13.8;0;5.2
"2000-07-24";2000;7;24;18.9;24.4;10.8;4.8;12.4
"2000-07-25";2000;7;25;17.9;22.8;14.7;3.1;3
"2000-07-26";2000;7;26;17.9;22.2;15.7;0;2.8
"2000-07-27";2000;7;27;17.8;22.6;14.3;0.3;5.5
"2000-07-28";2000;7;28;16.6;19.8;14.7;2.2;0.1
"2000-07-29";2000;7;29;14.6;19.3;13;6.9;0.8
"2000-07-30";2000;7;30;16.9;20;12.3;0;1.3
"2000-07-31";2000;7;31;15.7;18.3;14.4;0;1
"2000-08-01";2000;8;1;19.7;24.8;11;2.9;9.3
"2000-08-02";2000;8;2;16.8;22.3;15.4;0.3;2.6
"2000-08-03";2000;8;3;18;22.9;14.6;8.9;9
"2000-08-04";2000;8;4;17.7;23.4;14.2;0;11.4
"2000-08-05";2000;8;5;18.1;23.7;11.8;0;9.8
"2000-08-06";2000;8;6;18;23;11.5;0;11.5
"2000-08-07";2000;8;7;15.5;19.5;13.9;0;4.8
"2000-08-08";2000;8;8;14.2;17.2;9.6;2.3;2.6
"2000-08-09";2000;8;9;13.7;19.1;10;0;7.6
"2000-08-10";2000;8;10;18.2;23.7;10.2;7.6;5.7
"2000-08-11";2000;8;11;16.4;20.4;14.8;0;0.1
"2000-08-12";2000;8;12;16.4;22.7;11.5;0;4.2
"2000-08-13";2000;8;13;19.2;26.8;11.3;0;11
"2000-08-14";2000;8;14;21.4;30.1;12.1;0;13.3
"2000-08-15";2000;8;15;22.1;28.5;15.2;4.3;7.8
"2000-08-16";2000;8;16;18.5;23.7;15.9;19;5.3
"2000-08-17";2000;8;17;18.2;24.3;14.9;0.3;8.3
"2000-08-18";2000;8;18;18.4;23.6;14.9;0.5;7.7
"2000-08-19";2000;8;19;20.2;25;15.4;3.7;3.9
"2000-08-20";2000;8;20;19.5;25.6;16.9;9.4;5.1
"2000-08-21";2000;8;21;16.7;22.6;13.9;2.1;2.2
"2000-08-22";2000;8;22;15.1;20.8;12.1;0;8
"2000-08-23";2000;8;23;14.2;20;10.8;0;7.7
"2000-08-24";2000;8;24;15.9;19.3;8.8;0.3;7.8
"2000-08-25";2000;8;25;14;20.5;10.9;0;5.6
"2000-08-26";2000;8;26;16;21.9;7.5;0;12.8
"2000-08-27";2000;8;27;17.6;23.2;10.2;0;11.8
"2000-08-28";2000;8;28;16.5;21.8;13.4;0.9;5.3
"2000-08-29";2000;8;29;15.8;22.4;11.5;0.9;6.6
"2000-08-30";2000;8;30;14.7;21.6;12.3;0;9.1
"2000-08-31";2000;8;31;14.6;20.8;8.3;0;2.9
"2001-06-01";2001;6;1;12.5;16.2;10.5;1.6;3
"2001-06-02";2001;6;2;12.3;15.4;10.4;3.4;0.8
"2001-06-03";2001;6;3;9.6;14.2;7.6;3.6;4.6
"2001-06-04";2001;6;4;10.9;14.5;7.9;0.2;2
"2001-06-05";2001;6;5;12.1;15.1;10.1;1.1;0.3
"2001-06-06";2001;6;6;14.6;18.7;11.1;0;2.9
"2001-06-07";2001;6;7;14.4;19.2;10.7;1.5;5.8
"2001-06-08";2001;6;8;12;14.8;9.2;9;2.1
"2001-06-09";2001;6;9;12;16.5;8;0;6.9
"2001-06-10";2001;6;10;10;14;6.1;12.4;0.1
"2001-06-11";2001;6;11;11.4;16.3;8.3;0.2;7.3
"2001-06-12";2001;6;12;10.1;13.4;7.5;7.9;3.7
"2001-06-13";2001;6;13;11.8;17.9;5.7;0;11.9
"2001-06-14";2001;6;14;14;20.7;8.3;3.7;4.3
"2001-06-15";2001;6;15;15;21.3;7.6;1.8;12.8
"2001-06-16";2001;6;16;17.7;22.7;13;0;8.6
"2001-06-17";2001;6;17;16;21.7;10.8;3;6.1
"2001-06-18";2001;6;18;15.1;19.7;12.2;0;3.7
"2001-06-19";2001;6;19;14.8;20.4;10.6;0;7.8
"2001-06-20";2001;6;20;15.3;22.4;9.1;0.4;10.4
"2001-06-21";2001;6;21;14.5;18.9;11.9;2;1.9
"2001-06-22";2001;6;22;12.6;17.1;9.2;1.2;3.6
"2001-06-23";2001;6;23;14.6;19.8;9.5;1;2.8
"2001-06-24";2001;6;24;15.8;20.4;11.4;0;9.5
"2001-06-25";2001;6;25;15.2;20.7;10.3;0;8.4
"2001-06-26";2001;6;26;17.5;23.9;10.1;0;13.2
"2001-06-27";2001;6;27;19.1;26;10.9;0;13.9
"2001-06-28";2001;6;28;18.3;23.8;13.2;3.9;3.8
"2001-06-29";2001;6;29;19.5;24.2;14.1;0;9.5
"2001-06-30";2001;6;30;20.9;26.4;13;3.2;13.3
"2001-07-01";2001;7;1;17.7;21.8;13.9;0;4.8
"2001-07-02";2001;7;2;14.9;18.7;10.1;0;2.8
"2001-07-03";2001;7;3;17.5;24.8;9.2;0;13.4
"2001-07-04";2001;7;4;19.8;26.8;11.4;0;12.5
